timestep,Africa,Americas,Asia,Europe,Oceania,Other
244,-12.628790880828628,1.733864547135999,-0.6557929830228103,-1.3213966340150356,-3.5211125727392245,-10.111464123732063
245,-5.846999451004051,-6.884345694395089,-4.209322163660606,-3.008291790911689,-3.055897355183891,-2.6751278106480583
246,-9.153062212075103,-15.706915071690094,-1.090798844590595,-3.4787297154229284,-9.987031154809676,-3.391123498559339
247,-6.236335444817728,-5.883955887702856,-3.9974664549331314,-4.385991315984907,-1.9164830609337575,-102.09504101532691
248,-6.37452030105072,2.633242013656456,-2.1207088849372067,2.770534094313309,52.91678799064931,-4.093591618431671
249,-6.760429065690177,4.6528608149008415,9.033353683871887,-3.3977257560650824,0.570591579629031,-3.303823448991277
250,22.208550489461036,-0.9821272045345695,3.4069027146713085,-1.2844277036840552,-21.510772145176713,-2.4149387708786194
251,-10.245914621617652,-2.737914684677243,4.052789771795647,-1.5992906707225782,-8.654967188168419,-3.380921648432174
252,175.0202659363911,-2.10134955923452,16.515099210451204,-1.0685673168977874,-9.585688497321659,-3.235359040905303
253,-28.97395766755107,0.27063710289586174,-0.013783425868571456,1.4146479156439145,-10.786615687836749,-3.5037736269683672
254,-7.763547730966017,-1.9474453110471346,3.1219908719431824,-2.1148680146454835,-10.19724590385665,-3.678894353699014
255,-5.87104401630563,3.874372982192474,7.308553340559411,-3.3362170853030304,-3.23233056595781,-3.729937283170592
256,-5.840982267081963,-2.3695677544747373,-3.369273277989098,-3.7565421248814355,-2.7257190712527133,-25.741775930922216
257,-6.169450630063842,-0.5648491484861143,-3.3771879610571265,-3.124770315706803,-3.063796187880744,-32.52850650550668
258,-6.087316891321884,-0.9969145779801545,-2.714457880878582,-3.427447237801246,-0.9394907203134623,-2.1442571162983697
259,-6.196081285061511,3.7726881656765565,-3.2455934021322745,-3.2120528447994894,-3.227914511738927,30.12144926021673
260,-5.690550083597076,-3.7083244897411634,-2.6880556645394478,-3.9621540533741335,-1.8721139038021735,-28.899088203773587
261,-5.740389751928509,-4.1952575047392004,-4.221025884342792,-3.5495258850676947,-7.3833951834210545,-7.244198120440121
262,-5.744976899742548,1.4307231316868805,-2.432635374946046,-2.8668140972244647,-17.5882141650828,-4.289758861279094
263,-7.31247473362345,-0.36098488124776223,3.9740972055400654,2.5661486727276417,1.2279327958286208,-3.7695454305020655
264,-7.49867179782145,-7.633411336798086,-2.2835514407291377,-14.913798131082306,-7.035577529380378,-4.500985823518877
265,-7.849527821039097,-5.933934621364401,-2.0549779845067127,5.465542648039081,-4.38999177059073,-2.1201827121491164
266,0.3724005204971936,-6.484260893140708,-6.956569775055511,-2.1639763088404695,-4.468324459276724,-9.259765981509467
267,-330.07611491993464,-10.492352818462752,-6.5550843967663734,-2.2689308509912647,-4.072005066243665,-2.398884178527314
268,-0.7239504920240872,-10.142699149169873,26.654445941211662,-1.003722634146719,-4.038792057990457,-7.76554843728656
269,-11.806381241514936,-8.52896211736209,33.0048756790011,10.226011645933657,-4.189023739749363,4.503971312005447
270,-8.919494850639913,-8.894256979136676,-1.833029392323007,-6.512167311647294,-4.146054319647551,-3.543191372986573
271,-8.128819665683675,-1.0908947594050333,-3.254306060096443,-1.8276370380740772,-4.220842291991187,-5.902770342553026
272,-6.772651316974764,-3.0388371753474788,18.789134083988873,-14.560817387617165,-4.1931632179795,-13.154923283845967
273,-6.558374054055975,-0.15850942345505523,11.29648665890663,-0.6214212562578512,-4.134051877985041,-111.33074636408644
274,-6.054714467090017,1.7366127337583934,-2.5752667755384513,1.5854324092980538,-3.687777553365533,-2.887392149424837
275,-6.782976295694959,54.382775609920394,-0.8075962490884884,-25.841278174716365,-3.7573313144302913,-3.177694426759975
276,-8.724552128398349,-1.1106390859541713,19.220899132191956,-21.306206789918125,-3.140922541972426,-2.973721139595619
277,-10.323534024210261,-0.2717048114113073,7.270265353394385,-91.5445201353743,-2.535906403448415,-3.0023197052007258
278,-7.6183095472778,-0.5008161603166753,158.8486912204852,3.0181644705079718,-3.166169502894371,-2.9319041993615094
279,-6.5382133469339525,-1.3294248221260558,-0.7426510598269136,-16.93104081994173,-3.145157873141507,-3.5453817529315153
280,-7.510802565583431,-0.7898945344942595,-1.1767815736688692,-28.66918954682631,-1.6279012982657242,-3.449355986957255
281,-6.18493873906574,-0.9482105013879115,-3.2061017313444364,-10.572354163536946,-3.703265706512037,-2.7676832587218008
282,-8.478450978721485,0.8108619961876555,-2.9008379188935356,-7.355869679074533,-3.702773154528833,-1.5824668900753607
283,-8.60357288143121,-3.52327238715812,-3.4722142055361083,-5.812893041597211,-3.30467065474067,-3.29382294665416
284,-6.745954079039396,-0.08858751870525816,-3.202008992780651,-17.713775371662134,-7.624443042672382,-4.214242388398313
285,-6.273661480880059,2.171183872996744,-2.8713345166392026,-4.141150475804659,-6.679278226156005,-3.352712858534671
286,-8.3776020547876,-7.074791387721822,8.179470242091622,-3.416182982173898,-3.569115214167797,-2.311208240470091
287,-7.120098419611342,-10.371063643025472,1.6453993835034282,-2.6855865152834353,-3.755591748433232,-1.3195962740014595
288,-7.854733994321473,-10.7365232992457,-1.620487049610056,-0.008947520003527859,-2.5666796871685906,-3.380295783536813
289,-6.839704026056837,-8.664242955942253,-1.750740836423601,-0.522299521531233,-2.9403091752086796,-3.7498003180835893
290,-7.128707794073689,22.650308119251907,-2.291207833221393,32.36164399403048,-1.7574931007839836,-3.628757484510532
291,-7.069955772656398,-9.081421307894985,48.724159552584304,126.08120730744126,-3.7463070842560056,-3.894085264995443
292,7.402315680791547,92.52563500173972,-258.6068147129748,10.503532236616875,-2.0838584378980345,-3.0223043841175934
293,3.226083623645054,-21.23602343242536,-8.301177598735377,4.198964124479592,-2.82134844786197,-3.519048822226971
294,1.2531641934965005,-8.114822815674037,-6.410242042735121,-2.7266824382069603,-1.9333705977953288,-4.094406309053525
295,-1.0196319038815034,-9.265403289371553,-7.3219710409842165,-1.221859414256807,-2.204524405395614,-3.7365419925432604
296,-18.18525288422973,-51.399943974566085,-6.7010091561032885,-1.1594130278504307,-3.5217972211643525,-3.663827444687381
297,-19.039143988080173,-11.505152195168222,-9.075200567507613,-0.9962100864222585,-3.290265694850551,-3.4269083249919405
298,-9.899410114109376,-13.590375869661926,-14.559522478914534,10.31079642637739,-4.058970078005739,-1.6346331651956416
299,-17.89453008709201,3.9295077031156467,-0.6291160152940614,0.9893826797628271,-3.858201892515662,-8.268012777181827
300,1.4694723139003354,-0.8655638416233233,-1.0039470077451544,-1.7714514333150768,-3.1189194299085137,-7.049029002754885
301,-2.7143861551578676,-8.855654929009352,1.3778269167738482,-3.457870808029997,-3.575289246034757,-6.459206229401714
302,-8.49055871646838,-21.42976317853204,-6.868274273441067,-4.402223145845083,-3.7854473185992874,-6.629705279002283
303,-1.5490346539938553,-7.48684341045884,1.4974545721418118,-2.8296577503696567,-4.023451408557146,-6.899928373471267
304,-3.847896465418536,-8.486163067416848,-6.6998201491561655,0.37359936664719506,-3.948157100536708,-12.713726839635909
305,13.624650605079268,0.7684012553360402,-3.271529986984958,-7.763259872896867,-10.329893084930111,-3.655761393673646
306,2.239520627951345,0.03437938358560706,-2.6234617873285604,-18.059827044308854,-11.182143299335465,-2.9200547118979117
307,2.3870516733922003,-1.6231060524650025,-2.708532324501855,-9.967209620075877,-14.122326627797726,-2.7428561403472824
308,-1.830599155128513,0.9819649659820868,-2.5125928377416367,-8.359227312612337,3.4270851520079355,-1.6022366889892137
309,-3.103501839561033,21.05045620825609,-2.1693417305605434,-16.751720389825223,-23.184623831536566,-0.47789713713999304
310,-2.49054900884903,19.142162468605974,-3.052241920201866,-2.296996480985251,19.085574054525857,-7.741204922745901
311,1812.0005715122968,-26.715683874787516,-2.763259435553074,-2.6592886673987635,-1.5103117617236763,-13.66859736839775
312,-2.5165905345016575,-7.511151265853571,-2.8304868550873046,-2.6465027592822676,-2.747145669848714,-7.9925575377010345
313,-2.069486619060089,-1.3262893827306774,-1.8048136301943274,-0.8733837673661005,0.8885644544925414,-7.953666607981524
314,-1.843582501869253,-1.37559513517247,-2.7120263500738173,-1.3697591457291944,-9.138569323649044,-20.71718404871097
315,-22.67227012411062,-1.9260459403005195,-3.1628622039511654,-24.501194610542253,-9.02707444007185,-2.944691952951149
316,-1.3940963407874092,0.555331069427006,-3.2525140883685575,4.105577380338281,-9.20170661587208,5.142524418330512
317,-2.1961396205525676,-0.7150419781161182,-2.4273652257028377,-1.495489829187293,-14.815476273405453,-11.165271235394846
318,-1.6851393895961244,-1.612322712428002,0.39662439690615675,-1.486801538708627,3.1336611873533586,-10.270172665729387
319,-3.204301049129247,6.396326942408313,-30.501326714316928,-0.17992419300128307,-63.17354910824347,-0.10533760527427773
320,-2.9546984017443627,1.6949145499349287,5.118663553583217,14.44485143146336,-1.7961361127999966,-14.933401516645263
321,-1.8285332337442008,14.54886776097329,6.307286204151852,0.2621107883174914,-1.7955389803453319,18.25943486313623
322,0.03455106737457711,-0.083872541041343,-575.5770958272199,-0.08383170329664497,0.03789275753907678,0.05543558349384943
323,-1.815966165907945,-1.4557703999042804,-11.97958009759223,-1.018964057019494,-0.069965530644836,5.74921159548667
324,-1.2672857121706218,-2.008360105341837,-3.2020461753398197,-3.9372312588771172,-2.3019145582893166,-5.680306417628603
325,1.1056839779164027,0.13046358466380598,8.977998250845756,0.38171107281698663,0.19713900110909816,0.22097903259537022
326,0.17890629625948826,0.3103077562074329,0.3675690498366786,0.6459112759138186,3.427449162851731,2.3253223413293096
327,-0.16548936178069257,-0.2570350070071192,-0.07502613862471579,-0.2654227335659769,1.031947503168363,435.0526839748182
328,-0.5552843324186516,-1.6070120584646244,-1.1507502333211477,-0.8264455916789897,2.774191720069783,-11.768771746453918
329,-0.9451044501441659,-0.42613042124910844,-1.6188911934734744,-0.9117131391255492,4.020645529057517,-13.586068558963756
330,-2.2265602013194905,-0.19770741845592044,-2.9540924902511483,2.0824841038059385,-91.49222887728381,-10.34161575030753
331,0.560349761256362,1.8167587005354762,-2.6037925972602105,1.8926120279623326,2.0952437449791983,-38.45533608600863
332,1.7018456719004142,-0.5137745595909518,-1.321783091367998,1.3947155484198068,-1.340605245405623,-18.58024391410051
333,0.7022394871998535,4.955732737220019,-1.6394768499047232,-1.2115477223154005,-2.1601849513049305,-10.277526760275592
334,-0.7581402654508085,3.881516650697956,-1.1968757540544084,-0.8816806292342921,-1.9308402219168332,-10.558015960646083
335,1.4104996121697877,-21.927286881773068,-2.324946379281388,1.2677823263953554,-3.38907737132947,-8.98326244453826
336,-2.936020518059638,-14.903804677357114,-2.410568558150302,-2.0018777579738014,-3.652964362954894,-6.182553412026265
337,-1.9557841592005945,-2.679892828771072,-2.1034033502899887,-2.400664991063838,-0.8514573912916987,-6.368922732528568
338,-3.093130812929648,-2.8460568095995455,-0.5627854263643683,-1.397603736113282,12.145881749951561,-6.8182900044074115
339,-2.3126469668878777,-2.437528170289746,-0.3102325658694122,-3.5320889510802997,-12.057227429667048,-6.941245349218107
340,-3.0779725603323467,-66.76567794346965,-3.1345992388398214,-2.748377244599042,-10.975754039222293,-8.155044094092517
341,-2.9671626707455867,0.5264713111219091,-3.1798372602604568,-1.849475570673737,-13.06877236662379,-7.405321310130068
342,-3.5850365262221664,-7.541123631242724,-3.4812676829324123,-3.6978307716182717,-15.398385998555497,-6.554171165513252
343,-1.8850129554039181,-6.996325451669878,-4.217526674611874,-4.245683087631347,-5.706735559071721,-117.9499566149585
344,-7.833202718718869,-7.615608916447811,-2.768266750302812,-47.679343754457854,-1.8635958539210322,-3.9917214807646784
345,-7.7686751127456874,-11.814233450801042,-2.987993226799755,0.050078630177718214,-0.7652939754638882,-3.266171745793137
346,-7.645813360014423,-2.6863896935242013,-3.5117055439996734,1.2808492611056126,-7.659714135014117,-2.961624611815265
347,-19.023134610249635,-1.037226435826326,19.794711058445813,-1.3666915313120427,-11.290980236143028,-3.4902413889470663
348,-7.911913522742425,-3.34362145290755,3.841261794047579,-1.1859216175248917,-6.729677901032312,-3.939036871397237
349,-7.610476502175139,-1.2224908944154202,-10.336928691028746,209.4446155055616,-2.0984154852492893,-3.9544324000837854
350,-6.109206523435934,-2.729226623780559,-8.751000347219046,-17.248308898737875,-2.9902293774727964,-4.237710184105808
351,-5.848865302841017,2.5867754054791052,-2.9943679335553406,-6.017146842695306,-3.5396542458910134,-4.458291663701821
352,-6.252633515092969,-4.291280972087964,-3.4784638129474823,-7.726053999191257,-5.761233889105514,-4.291070991373357
353,-0.763622879590978,-4.346869534661499,-5.828093012584001,-5.9903548616434055,-6.31101013487831,-4.548117587183522
354,-4.134935982364984,-4.056846373479588,-4.389263591051608,-4.38892090765779,2.1797314128281804,-5.216012841577313
355,-5.734272580262431,-4.174656327715274,-3.848278093324347,-4.338072798696745,0.9160536649605581,-5.715429724666552
356,-2.7425210526945505,-4.263983635608991,-9.537333155784406,-3.9932671351133195,-6.214933826692793,-6.330732642146028
357,-3.612736421833394,-4.482164880158072,-5.940178154892595,7.053704783566377,-3.079393755691451,-5.838952264715798
358,-9.012708281705612,-4.398429690033588,-5.530636527712118,-2.7263798608420746,-5.7087692800191405,-4.5905818200821
359,-3.4485520441367514,-9.746086458709373,-7.949900349984203,-2.1663820098647126,-5.678129181511983,-4.506629618182905
360,77.25084015808908,-6.365017717632365,-3.376100115754923,-2.5048543300312125,-6.194837366997232,-4.350981262859145
361,-26.620290132844474,22.300524152666704,5.164845707482536,6.601288720566652,-6.847062089540561,-4.26817571680438
362,14.566364866325378,-6.617233626762731,-0.7335738931658541,-2.347324115971923,-8.970039868289192,-4.172015673787974
363,27.7880642974994,-8.447528440476493,-0.0355927270603205,8.10717224624261,-9.409177330739723,-4.172620779514693
364,-2.449122518641088,-7.9540960575704105,42.54284589267989,-2.8392989378621674,-6.019879784769584,-4.30707247620286
